instance,timepoint,MCD_GetBoxDone-value,GetBox_signal-value,Conveyor_Speed_AnyAbnormalFlag,Gripper_Z_Speed_CombinedAnomalyFlag,RotatePosition_CombinedAnomalyFlag,label
1,154,0.0,0.0,0,0,0,0
1,155,0.0,0.0,0,0,0,0
1,156,0.0,0.0,0,0,0,0
1,157,0.0,0.0,0,0,0,0
1,158,0.0,0.0,0,0,0,0
1,159,0.0,0.0,0,0,0,0
1,160,0.0,0.0,0,0,0,0
1,161,0.0,0.0,0,0,0,0
1,162,0.0,0.0,0,0,0,0
1,163,0.0,0.0,0,0,0,0
1,164,0.0,0.0,0,0,0,0
1,165,0.0,0.0,0,0,0,0
1,166,0.0,0.0,0,0,0,0
1,167,0.0,0.0,0,0,0,0
1,168,0.0,0.0,0,0,0,0
1,169,0.0,0.0,0,0,0,0
1,170,0.0,0.0,0,0,0,0
1,171,0.0,0.0,0,0,0,0
1,172,0.0,0.0,0,0,0,0
1,173,0.0,0.0,0,0,0,0
1,174,0.0,0.0,0,0,0,0
1,175,0.0,0.0,0,0,0,0
1,176,0.0,0.0,0,0,0,0
1,177,0.0,0.0,0,0,0,0
1,178,0.0,0.0,0,0,0,0
1,179,0.0,0.0,0,0,0,0
1,180,0.0,0.0,0,0,0,0
1,181,0.0,0.0,0,0,0,0
1,182,0.0,0.0,0,0,0,0
1,183,0.0,0.0,0,0,0,0
1,184,0.0,0.0,0,0,0,0
1,185,0.0,0.0,0,0,0,0
1,186,0.0,0.0,0,0,0,0
1,187,0.0,0.0,0,0,0,0
1,188,0.0,0.0,0,0,0,0
1,189,0.0,0.0,0,0,0,0
1,190,0.0,0.0,0,0,0,0
1,191,0.0,0.0,0,0,0,0
1,192,0.0,0.0,0,0,0,0
1,193,0.0,0.0,0,0,0,0
1,194,0.0,0.0,0,0,0,0
1,195,0.0,0.0,0,0,0,0
1,196,0.0,0.0,0,0,0,0
1,197,0.0,0.0,0,0,0,0
1,198,0.0,0.0,0,0,0,0
1,199,0.0,0.0,0,0,0,0
1,200,0.0,0.0,0,0,0,0
1,201,0.0,0.0,0,0,0,0
1,202,0.0,0.0,0,0,0,0
1,203,0.0,0.0,0,0,0,0
1,204,0.0,0.0,0,0,0,0
1,205,0.0,0.0,0,0,0,0
1,206,0.0,0.0,0,0,0,0
1,207,0.0,0.0,0,0,0,0
1,208,0.0,0.0,0,0,0,0
1,209,0.0,0.0,0,0,0,0
1,210,0.0,0.0,0,0,0,0
1,211,0.0,0.0,0,0,0,0
1,212,0.0,0.0,0,0,0,0
1,213,0.0,0.0,0,0,0,0
1,214,0.0,0.0,0,0,0,0
1,215,0.0,0.0,0,0,0,0
1,216,0.0,0.0,0,0,0,0
1,217,0.0,0.0,0,0,0,0
1,218,0.0,0.0,0,0,0,0
1,219,0.0,0.0,0,0,0,0
1,220,0.0,0.0,0,0,0,0
1,221,0.0,0.0,0,0,0,0
1,222,0.0,0.0,0,0,0,0
1,223,0.0,0.0,0,0,0,0
1,224,0.0,0.0,0,0,0,0
1,225,0.0,0.0,0,0,0,0
1,226,0.0,0.0,0,0,0,0
1,227,0.0,0.0,0,0,0,0
1,228,0.0,0.0,0,0,0,0
1,229,0.0,0.0,0,0,0,0
1,230,0.0,0.0,0,0,0,0
1,231,0.0,0.0,0,0,0,0
1,232,0.0,0.0,0,0,0,0
1,233,0.0,0.0,0,0,0,0
1,234,0.0,0.0,0,0,0,0
1,235,0.0,1.0,0,0,0,0
1,236,0.0,1.0,0,0,0,0
1,237,0.0,1.0,0,0,0,0
1,238,0.0,1.0,0,0,0,0
1,239,0.0,1.0,0,0,0,0
1,240,0.0,1.0,0,0,0,0
1,241,1.0,1.0,0,0,0,0
1,242,1.0,1.0,0,0,0,0
1,243,1.0,1.0,0,0,0,0
1,244,1.0,1.0,0,0,0,0
1,245,1.0,1.0,0,0,0,0
1,246,1.0,1.0,0,0,0,0
1,247,1.0,1.0,0,0,0,0
1,248,1.0,1.0,0,0,0,0
1,249,1.0,1.0,0,0,0,0
1,250,1.0,1.0,0,0,0,0
1,251,1.0,1.0,0,0,0,0
1,252,1.0,1.0,0,0,0,0
1,253,1.0,1.0,0,0,0,0
1,254,1.0,1.0,0,0,0,0
1,255,1.0,1.0,0,0,0,0
1,256,1.0,1.0,0,0,0,0
1,257,1.0,1.0,0,0,0,0
1,258,1.0,1.0,0,0,0,0
1,259,1.0,1.0,0,0,0,0
1,260,1.0,1.0,0,0,0,0
1,261,1.0,1.0,0,0,0,0
1,262,1.0,1.0,0,0,0,0
1,263,1.0,1.0,0,0,0,0
1,264,1.0,1.0,0,0,0,0
1,265,1.0,1.0,0,0,0,0
1,266,1.0,1.0,0,0,0,0
1,267,1.0,1.0,0,0,0,0
1,268,1.0,1.0,0,0,0,0
1,269,1.0,1.0,0,0,0,0
1,270,1.0,1.0,0,0,0,0
1,271,1.0,1.0,0,0,0,0
1,272,1.0,1.0,0,0,0,0
1,273,1.0,1.0,0,0,0,0
1,274,1.0,1.0,0,0,0,0
1,275,1.0,1.0,0,0,0,0
1,276,1.0,1.0,0,0,0,0
1,277,1.0,1.0,0,0,0,0
1,278,1.0,1.0,0,0,0,0
1,279,1.0,1.0,0,0,0,0
1,280,1.0,1.0,0,0,0,0
1,281,1.0,1.0,0,0,0,0
1,282,1.0,1.0,0,0,0,0
1,283,1.0,1.0,0,0,0,0
1,284,1.0,1.0,0,0,0,0
1,285,1.0,1.0,0,0,0,0
1,286,1.0,1.0,0,0,0,0
1,287,1.0,1.0,0,0,0,0
1,288,1.0,1.0,0,0,0,0
1,289,1.0,1.0,0,0,0,0
1,290,1.0,1.0,0,0,0,0
1,291,1.0,1.0,0,0,0,0
1,292,1.0,1.0,0,0,0,0
1,293,1.0,1.0,0,0,0,0
1,294,1.0,1.0,0,0,0,0
1,295,1.0,1.0,0,0,0,0
1,296,1.0,1.0,0,0,0,0
1,297,1.0,1.0,0,0,0,0
1,298,1.0,1.0,0,0,0,0
1,299,1.0,1.0,0,0,0,0
1,300,1.0,1.0,0,0,0,0
1,301,1.0,1.0,0,0,0,0
1,302,1.0,1.0,0,0,0,0
1,303,1.0,1.0,0,0,0,0
1,304,1.0,1.0,0,0,0,0
1,305,1.0,1.0,0,0,0,0
1,306,1.0,1.0,0,0,0,0
1,307,1.0,1.0,0,0,0,0
1,308,1.0,1.0,0,0,0,0
1,309,1.0,1.0,0,0,0,0
1,310,1.0,1.0,0,0,0,0
1,311,1.0,1.0,0,0,0,0
1,312,1.0,1.0,0,0,0,0
1,313,1.0,1.0,0,0,0,0
1,314,1.0,1.0,0,0,0,0
1,315,1.0,1.0,0,0,0,0
1,316,1.0,1.0,0,0,0,0
1,317,1.0,1.0,0,0,0,0
1,318,1.0,1.0,0,0,0,0
1,319,1.0,1.0,0,0,0,0
1,320,1.0,1.0,0,0,0,0
1,321,1.0,1.0,0,0,0,0
1,322,1.0,1.0,0,0,0,0
1,323,1.0,1.0,0,0,0,0
1,324,1.0,1.0,0,0,0,0
1,325,1.0,1.0,0,0,0,0
1,326,1.0,1.0,0,0,0,0
1,327,1.0,1.0,0,0,0,0
1,328,1.0,1.0,0,0,0,0
1,329,1.0,1.0,0,0,0,0
1,330,1.0,1.0,0,0,0,0
1,331,1.0,1.0,0,0,0,0
1,332,1.0,1.0,0,0,0,0
1,333,1.0,1.0,0,0,0,0
1,334,1.0,1.0,0,0,0,0
1,335,1.0,1.0,0,0,0,0
1,336,1.0,1.0,0,0,0,0
1,337,1.0,1.0,0,0,0,0
1,338,1.0,1.0,0,0,0,0
1,339,1.0,1.0,0,0,0,0
1,340,1.0,1.0,0,0,0,0
1,341,1.0,1.0,0,0,0,0
1,342,1.0,1.0,0,0,0,0
1,343,1.0,1.0,0,0,0,0
1,344,1.0,1.0,0,0,0,0
1,345,1.0,1.0,0,0,0,0
1,346,1.0,1.0,0,0,0,0
1,347,1.0,1.0,0,0,0,0
1,348,1.0,1.0,0,0,0,0
1,349,1.0,1.0,0,0,0,0
1,350,1.0,1.0,0,0,0,0
1,351,1.0,1.0,0,0,0,0
1,352,1.0,1.0,0,0,0,0
1,353,1.0,1.0,0,0,0,0
1,354,1.0,1.0,0,0,0,0
1,355,1.0,1.0,0,0,0,0
1,356,1.0,1.0,0,0,0,0
1,357,1.0,1.0,0,0,0,0
1,358,1.0,1.0,0,0,0,0
1,359,1.0,1.0,0,0,0,0
1,360,1.0,1.0,0,0,0,0
1,361,1.0,1.0,0,0,0,0
1,362,1.0,1.0,0,0,0,0
1,363,1.0,1.0,0,0,0,0
1,364,1.0,1.0,0,0,0,0
1,365,1.0,1.0,0,0,0,0
1,366,1.0,1.0,0,0,0,0
1,367,1.0,1.0,0,0,0,0
1,368,1.0,1.0,0,0,0,0
1,369,1.0,1.0,0,0,0,0
1,370,1.0,1.0,0,0,0,0
1,371,1.0,1.0,0,0,0,0
1,372,1.0,1.0,0,0,0,0
1,373,1.0,1.0,0,0,0,0
1,374,1.0,1.0,0,0,0,0
1,375,1.0,1.0,0,0,0,0
1,376,1.0,1.0,0,0,0,0
1,377,1.0,1.0,0,0,0,0
1,378,1.0,1.0,0,0,0,0
1,379,1.0,1.0,0,0,0,0
1,380,1.0,1.0,0,0,0,0
1,381,1.0,1.0,0,0,0,0
1,382,1.0,1.0,0,0,0,0
1,383,1.0,1.0,0,0,0,0
1,384,1.0,1.0,0,0,0,0
1,385,1.0,1.0,0,0,0,0
1,386,1.0,1.0,0,0,0,0
1,387,1.0,1.0,0,0,0,0
1,388,1.0,1.0,0,0,0,0
1,389,1.0,1.0,0,0,0,0
1,390,1.0,1.0,0,0,0,0
1,391,1.0,1.0,0,0,0,0
1,392,1.0,1.0,0,0,0,0
1,393,1.0,1.0,0,0,0,0
1,394,1.0,1.0,0,0,0,0
1,395,1.0,1.0,0,0,0,0
1,396,1.0,1.0,0,0,0,0
1,397,1.0,1.0,0,0,0,0
1,398,1.0,1.0,0,0,0,0
1,399,1.0,1.0,0,0,0,0
1,400,1.0,1.0,0,0,0,0
1,401,1.0,1.0,0,0,0,0
1,402,1.0,1.0,0,0,0,0
1,403,1.0,1.0,0,0,0,0
1,404,1.0,1.0,0,0,0,0
1,405,1.0,1.0,0,0,0,0
1,406,1.0,1.0,0,0,0,0
1,407,1.0,1.0,0,0,0,0
1,408,1.0,1.0,0,0,0,0
1,409,1.0,1.0,0,0,0,0
1,410,1.0,1.0,0,0,0,0
1,411,1.0,1.0,0,0,0,0
1,412,1.0,1.0,0,0,0,0
1,413,1.0,1.0,0,0,0,0
1,414,1.0,1.0,0,0,0,0
1,415,1.0,1.0,0,0,0,0
1,416,1.0,1.0,0,0,0,0
1,417,1.0,1.0,0,0,0,0
1,418,1.0,1.0,0,0,0,0
1,419,1.0,1.0,0,0,0,0
1,420,1.0,1.0,0,0,0,0
1,421,1.0,1.0,0,0,0,0
1,422,1.0,1.0,0,0,0,0
1,423,1.0,1.0,0,0,0,0
1,424,1.0,1.0,0,0,0,0
1,425,1.0,1.0,0,0,0,0
1,426,1.0,1.0,0,0,0,0
1,427,1.0,1.0,0,0,0,0
1,428,1.0,1.0,0,0,0,0
1,429,1.0,1.0,0,0,0,0
1,430,1.0,1.0,0,0,0,0
1,431,1.0,1.0,0,0,0,0
1,432,1.0,1.0,0,0,0,0
1,433,1.0,1.0,0,0,0,0
1,434,1.0,1.0,0,0,0,0
1,435,1.0,1.0,0,0,0,0
1,436,1.0,1.0,0,0,0,0
1,437,1.0,1.0,0,0,0,0
1,438,1.0,1.0,0,0,0,0
1,439,1.0,1.0,0,0,0,0
1,440,1.0,1.0,0,0,0,0
1,441,1.0,1.0,0,0,0,0
1,442,1.0,1.0,0,0,0,0
1,443,1.0,0.0,0,0,0,0
1,444,1.0,0.0,0,0,0,0
1,445,1.0,0.0,0,0,0,0
1,446,1.0,0.0,0,0,0,0
1,447,1.0,0.0,0,0,0,0
1,448,1.0,0.0,0,0,0,0
1,449,0.0,0.0,0,0,0,0
1,450,0.0,0.0,0,0,0,0
1,451,0.0,0.0,0,0,0,0
1,452,0.0,0.0,0,0,0,0
1,453,0.0,0.0,0,0,0,0
1,454,0.0,0.0,0,0,0,0
1,455,0.0,0.0,0,0,0,0
1,456,0.0,0.0,0,0,0,0
1,457,0.0,0.0,0,0,0,0
1,458,0.0,0.0,0,0,0,0
1,459,0.0,0.0,0,0,0,0
1,460,0.0,0.0,0,0,0,0
1,461,0.0,0.0,0,0,0,0
1,462,0.0,0.0,0,0,0,0
1,463,0.0,0.0,0,0,0,0
1,464,0.0,0.0,0,0,0,0
1,465,0.0,0.0,0,0,0,0
1,466,0.0,0.0,0,0,0,0
1,467,0.0,0.0,0,0,0,0
1,468,0.0,0.0,0,0,0,0
1,469,0.0,0.0,0,0,0,0
1,470,0.0,0.0,0,0,0,0
1,471,0.0,0.0,0,0,0,0
1,472,0.0,0.0,0,0,0,0
1,473,0.0,0.0,0,0,0,0
1,474,0.0,0.0,0,0,0,0
1,475,0.0,0.0,0,0,0,0
1,476,0.0,0.0,0,0,0,0
1,477,0.0,0.0,0,0,0,0
1,478,0.0,0.0,0,0,0,0
1,479,0.0,0.0,0,0,0,0
1,480,0.0,0.0,0,0,0,0
1,481,0.0,0.0,0,0,0,0
1,482,0.0,0.0,0,0,0,0
1,483,0.0,0.0,0,0,0,0
1,484,0.0,0.0,0,0,0,0
1,485,0.0,0.0,0,0,0,0
1,486,0.0,0.0,0,0,0,0
1,487,0.0,0.0,0,0,0,0
1,488,0.0,0.0,0,0,0,0
1,489,0.0,0.0,0,0,0,0
1,490,0.0,0.0,0,0,0,0
1,491,0.0,0.0,0,0,0,0
1,492,0.0,0.0,0,0,0,0
1,493,0.0,0.0,0,0,0,0
1,494,0.0,0.0,0,0,0,0
1,495,0.0,0.0,0,0,0,0
1,496,0.0,0.0,0,0,0,0
1,497,0.0,0.0,0,0,0,0
1,498,0.0,0.0,0,0,0,0
1,499,0.0,0.0,0,0,0,0
1,500,0.0,0.0,0,0,0,0
1,501,0.0,0.0,0,0,0,0
1,502,0.0,0.0,0,0,0,0
1,503,0.0,0.0,0,0,0,0
1,504,0.0,0.0,0,0,0,0
1,505,0.0,0.0,0,0,0,0
1,506,0.0,0.0,0,0,0,0
1,507,0.0,0.0,0,0,0,0
1,508,0.0,0.0,0,0,0,0
1,509,0.0,0.0,0,0,0,0
1,510,0.0,0.0,0,0,0,0
1,511,0.0,0.0,0,0,0,0
1,512,0.0,0.0,0,0,0,0
1,513,0.0,0.0,0,0,0,0
1,514,0.0,0.0,0,0,0,0
1,515,0.0,0.0,0,0,0,0
1,516,0.0,0.0,0,0,0,0
1,517,0.0,0.0,0,0,0,0
1,518,0.0,0.0,0,0,0,0
1,519,0.0,0.0,0,0,0,0
1,520,0.0,0.0,0,0,0,0
1,521,0.0,0.0,0,0,0,0
1,522,0.0,0.0,0,0,0,0
1,523,0.0,0.0,0,0,0,0
1,524,0.0,0.0,0,0,0,0
1,525,0.0,0.0,0,0,0,0
1,526,0.0,0.0,0,0,0,0
1,527,0.0,0.0,0,0,0,0
1,528,0.0,0.0,0,0,0,0
1,529,0.0,0.0,0,0,0,0
1,530,0.0,0.0,0,0,0,0
1,531,0.0,0.0,0,0,0,0
1,532,0.0,0.0,0,0,0,0
1,533,0.0,0.0,0,0,0,0
1,534,0.0,0.0,0,0,0,0
1,535,0.0,0.0,0,0,0,0
1,536,0.0,0.0,0,0,0,0
1,537,0.0,0.0,0,0,0,0
1,538,0.0,0.0,0,0,0,0
1,539,0.0,0.0,0,0,0,0
1,540,0.0,0.0,0,0,0,0
1,541,0.0,0.0,0,0,0,0
1,542,0.0,0.0,0,0,0,0
1,543,0.0,0.0,0,0,0,0
1,544,0.0,0.0,0,0,0,0
1,545,0.0,0.0,0,0,0,0
1,546,0.0,0.0,0,0,0,0
1,547,0.0,0.0,0,0,0,0
1,548,0.0,0.0,0,0,0,0
1,549,0.0,0.0,0,0,0,0
1,550,0.0,0.0,0,0,0,0
1,551,0.0,0.0,0,0,0,0
1,552,0.0,0.0,0,0,0,0
1,553,0.0,0.0,0,0,0,0
1,554,0.0,0.0,0,0,0,0
1,555,0.0,0.0,0,0,0,0
1,556,0.0,0.0,0,0,0,0
1,557,0.0,0.0,0,0,0,0
1,558,0.0,0.0,0,0,0,0
1,559,0.0,0.0,0,0,0,0
1,560,0.0,0.0,0,0,0,0
1,561,0.0,0.0,0,0,0,0
1,562,0.0,0.0,0,0,0,0
1,563,0.0,0.0,0,0,0,0
1,564,0.0,0.0,0,0,0,0
1,565,0.0,0.0,0,0,0,0
1,566,0.0,0.0,0,0,0,0
1,567,0.0,0.0,0,0,0,0
1,568,0.0,0.0,0,0,0,0
1,569,0.0,0.0,0,0,0,0
1,570,0.0,0.0,0,0,0,0
1,571,0.0,0.0,0,0,0,0
1,572,0.0,0.0,0,0,0,0
1,573,0.0,0.0,0,0,0,0
1,574,0.0,0.0,0,0,0,0
1,575,0.0,0.0,0,0,0,0
1,576,0.0,0.0,0,0,0,0
1,577,0.0,0.0,0,0,0,0
1,578,0.0,0.0,0,0,0,0
1,579,0.0,0.0,0,0,0,0
1,580,0.0,0.0,0,0,0,0
1,581,0.0,0.0,0,0,0,0
1,582,0.0,0.0,0,0,0,0
1,583,0.0,0.0,0,0,0,0
1,584,0.0,0.0,0,0,0,0
1,585,0.0,0.0,0,0,0,0
1,586,0.0,0.0,0,0,0,0
1,587,0.0,0.0,0,0,0,0
1,588,0.0,0.0,0,0,0,0
1,589,0.0,0.0,0,0,0,0
1,590,0.0,0.0,0,0,0,0
1,591,0.0,0.0,0,0,0,0
1,592,0.0,0.0,0,0,0,0
1,593,0.0,0.0,0,0,0,0
1,594,0.0,0.0,0,0,0,0
1,595,0.0,0.0,0,0,0,0
1,596,0.0,0.0,0,0,0,0
1,597,0.0,0.0,0,0,0,0
1,598,0.0,0.0,0,0,0,0
1,599,0.0,0.0,0,0,0,0
1,600,0.0,1.0,0,0,0,0
1,601,0.0,1.0,0,0,0,0
1,602,0.0,1.0,0,0,0,0
1,603,0.0,1.0,0,0,0,0
1,604,0.0,1.0,0,0,0,0
1,605,0.0,1.0,0,0,0,0
1,606,0.0,1.0,0,0,0,0
1,607,1.0,1.0,0,0,0,0
1,608,1.0,1.0,0,0,0,0
1,609,1.0,1.0,0,0,0,0
1,610,1.0,1.0,0,0,0,0
1,611,1.0,1.0,0,0,0,0
1,612,1.0,1.0,0,0,0,0
1,613,1.0,1.0,0,0,0,0
1,614,1.0,1.0,0,0,0,0
1,615,1.0,1.0,0,0,0,0
1,616,1.0,1.0,0,0,0,0
1,617,1.0,1.0,0,0,0,0
1,618,1.0,1.0,0,0,0,0
1,619,1.0,1.0,0,0,0,0
1,620,1.0,1.0,0,0,0,0
1,621,1.0,1.0,0,0,0,0
1,622,1.0,1.0,0,0,0,0
1,623,1.0,1.0,0,0,0,0
1,624,1.0,1.0,0,0,0,0
1,625,1.0,1.0,0,0,0,0
1,626,1.0,1.0,0,0,0,0
1,627,1.0,1.0,0,0,0,0
1,628,1.0,1.0,0,0,0,0
1,629,1.0,1.0,0,0,0,0
1,630,1.0,1.0,0,0,0,0
1,631,1.0,1.0,0,0,0,0
1,632,1.0,1.0,0,0,0,0
1,633,1.0,1.0,0,0,0,0
1,634,1.0,1.0,0,0,0,0
1,635,1.0,1.0,0,0,0,0
1,636,1.0,1.0,0,0,0,0
1,637,1.0,1.0,0,0,0,0
1,638,1.0,1.0,0,0,0,0
1,639,1.0,1.0,0,0,0,0
1,640,1.0,1.0,0,0,0,0
1,641,1.0,1.0,0,0,0,0
1,642,1.0,1.0,0,0,0,0
1,643,1.0,1.0,0,0,0,0
1,644,1.0,1.0,0,0,0,0
1,645,1.0,1.0,0,0,0,0
1,646,1.0,1.0,0,0,0,0
1,647,1.0,1.0,0,0,0,0
1,648,1.0,1.0,0,0,0,0
1,649,1.0,1.0,0,0,0,0
1,650,1.0,1.0,0,0,0,0
1,651,1.0,1.0,0,0,0,0
1,652,1.0,1.0,0,0,0,0
1,653,1.0,1.0,0,0,0,0
1,654,1.0,1.0,0,0,0,0
1,655,1.0,1.0,0,0,0,0
1,656,1.0,1.0,0,0,0,0
1,657,1.0,1.0,0,0,0,0
1,658,1.0,1.0,0,0,0,0
1,659,1.0,1.0,0,0,0,0
1,660,1.0,1.0,0,0,0,0
1,661,1.0,1.0,0,0,0,0
1,662,1.0,1.0,0,0,0,0
1,663,1.0,1.0,0,0,0,0
1,664,1.0,1.0,0,0,0,0
1,665,1.0,1.0,0,0,0,0
1,666,1.0,1.0,0,0,0,0
1,667,1.0,1.0,0,0,0,0
1,668,1.0,1.0,0,0,0,0
1,669,1.0,1.0,0,0,0,0
1,670,1.0,1.0,0,0,0,0
1,671,1.0,1.0,0,0,0,0
1,672,1.0,1.0,0,0,0,0
1,673,1.0,1.0,0,0,0,0
1,674,1.0,1.0,0,0,0,0
1,675,1.0,1.0,0,0,0,0
1,676,1.0,1.0,0,0,0,0
1,677,1.0,1.0,0,0,0,0
1,678,1.0,1.0,0,0,0,0
1,679,1.0,1.0,0,0,0,0
1,680,1.0,1.0,0,0,0,0
1,681,1.0,1.0,0,0,0,0
1,682,1.0,1.0,0,0,0,0
1,683,1.0,1.0,0,0,0,0
1,684,1.0,1.0,0,0,0,0
1,685,1.0,1.0,0,0,0,0
1,686,1.0,1.0,0,0,0,0
1,687,1.0,1.0,0,0,0,0
1,688,1.0,1.0,0,0,0,0
